,DailyAverageDewPointTemperature,DailyAverageDryBulbTemperature,DailyAverageRelativeHumidity,DailyAverageSeaLevelPressure,DailyAverageStationPressure,DailyAverageWetBulbTemperature,DailyAverageWindSpeed,DailyCoolingDegreeDays,DailyDepartureFromNormalAverageTemperature,DailyHeatingDegreeDays,DailyMinimumDryBulbTemperature,DailyPeakWindDirection,DailyPeakWindSpeed,DailyPrecipitation,DailySnowDepth,DailySnowfall,DailySustainedWindDirection,DailySustainedWindSpeed,Sunrise,Sunset,target
550,58.0,72.0,67.0,30.15,29.83,63.0,3.7,7.0,0.3,0.0,60.0,180.0,17.0,0.0,0.0,0.0,200.0,14.0,450.0,1912.0,83.0
1089,29.0,39.0,61.0,30.25,29.91,37.0,5.6,0.0,16.3,26.0,29.0,300.0,17.0,0.0,0.0,0.0,310.0,13.0,714.0,1703.0,49.0
771,8.0,19.0,60.0,29.56,29.21,17.0,18.0,0.0,-15.1,46.0,14.0,290.0,37.0,0.0,15.0,0.0,290.0,29.0,608.0,1801.0,24.0
954,65.0,74.0,80.0,30.04,29.7,67.0,2.4,9.0,11.3,0.0,64.0,340.0,11.0,0.18,0.0,0.0,340.0,8.0,535.0,1805.0,83.0
1450,6.0,21.0,51.0,30.22,29.88,17.0,4.4,0.0,-1.5,44.0,14.0,230.0,14.0,0.0,3.0,0.0,230.0,12.0,716.0,1700.0,28.0
2100,48.0,52.0,81.0,30.12,29.81,51.0,6.1,0.0,10.4,13.0,34.0,170.0,19.0,0.0,0.0,0.0,160.0,15.0,642.0,1636.0,70.0
469,52.0,58.0,78.0,29.81,29.51,56.0,8.5,0.0,0.6,7.0,52.0,190.0,29.0,0.46,0.0,0.0,180.0,23.0,434.0,1910.0,64.0
1539,8.0,45.0,31.0,30.43,29.22,29.0,17.2,0.0,-7.0,20.0,40.0,290.0,41.0,0.22,0.0,0.0,270.0,31.0,456.0,1851.0,50.0
1564,38.0,58.0,46.0,30.21,29.88,50.0,4.6,0.0,-1.7,7.0,45.0,350.0,20.0,0.0,0.0,0.0,20.0,15.0,426.0,1918.0,71.0
2265,32.0,52.0,41.0,29.89,29.59,45.0,8.1,0.0,1.1,13.0,37.0,280.0,23.0,0.0,0.0,0.0,310.0,20.0,500.0,1847.0,67.0
2573,8.0,15.0,66.0,30.37,30.06,15.0,4.5,0.0,-13.7,50.0,0.0,290.0,19.0,0.0,6.0,0.0,290.0,16.0,636.0,1741.0,30.0
2538,0.0,7.0,68.0,30.35,30.06,7.0,3.7,0.0,-15.2,58.0,-6.0,160.0,16.0,0.0,2.0,0.0,170.0,13.0,719.0,1655.0,20.0
1855,36.0,54.0,51.0,29.96,29.65,47.0,13.4,0.0,21.4,11.0,44.0,290.0,42.0,0.15,0.0,0.0,280.0,32.0,615.0,1757.0,63.0
1740,5.0,29.0,39.0,30.53,30.19,21.0,9.6,0.0,-11.0,36.0,20.0,360.0,27.0,0.0,0.0,0.0,360.0,21.0,648.0,1632.0,38.0
964,66.0,78.0,73.0,30.05,29.75,70.0,2.1,13.0,19.5,0.0,64.0,340.0,10.0,0.0,0.0,0.0,350.0,8.0,545.0,1748.0,91.0
52,2.0,25.0,40.0,30.09,29.73,18.0,15.2,0.0,-11.9,40.0,17.0,280.0,36.0,0.0,0.0,0.0,280.0,29.0,556.0,1810.0,33.0
1518,35.0,47.0,70.0,30.21,29.88,40.0,6.1,0.0,3.5,18.0,35.0,290.0,32.0,0.0,1.0,0.0,320.0,21.0,529.0,1827.0,59.0
390,33.0,38.0,91.0,29.86,29.64,35.0,3.2,0.0,9.9,27.0,32.0,280.0,39.0,2.0,0.0,0.1,280.0,32.0,639.0,1738.0,44.0
1572,56.0,66.0,72.0,29.72,29.41,60.0,7.5,1.0,3.9,0.0,59.0,180.0,18.0,0.02,0.0,0.0,220.0,15.0,421.0,1925.0,72.0
1873,32.0,41.0,71.0,30.12,29.8,37.0,2.8,0.0,1.1,24.0,30.0,180.0,18.0,0.29,0.0,0.0,190.0,15.0,543.0,1818.0,51.0
187,61.0,74.0,67.0,29.84,29.52,66.0,5.6,9.0,2.3,0.0,63.0,270.0,29.0,0.02,0.0,0.0,290.0,23.0,450.0,1912.0,84.0
231,56.0,71.0,62.0,29.99,29.68,62.0,5.8,6.0,9.5,0.0,57.0,170.0,21.0,0.0,0.0,0.0,190.0,16.0,538.0,1800.0,84.0
752,41.0,55.0,63.0,29.8,29.48,48.0,7.2,0.0,27.1,10.0,41.0,190.0,24.0,0.0,0.0,0.0,180.0,18.0,641.0,1737.0,69.0
1267,66.0,77.0,75.0,29.95,29.62,69.0,7.7,12.0,4.9,0.0,68.0,310.0,48.0,0.97,0.0,0.0,310.0,39.0,441.0,1922.0,86.0
213,64.0,76.0,68.0,29.98,29.67,68.0,6.8,11.0,8.3,0.0,64.0,290.0,27.0,0.0,0.0,0.0,300.0,20.0,519.0,1832.0,87.0
1699,49.0,53.0,76.0,30.23,29.93,53.0,12.2,0.0,-0.7,12.0,41.0,180.0,28.0,0.02,0.0,0.0,180.0,22.0,558.0,1728.0,65.0
1679,51.0,64.0,64.0,30.09,29.77,56.0,4.7,0.0,1.7,1.0,55.0,40.0,14.0,0.0,0.0,0.0,30.0,12.0,536.0,1804.0,73.0
1677,56.0,64.0,74.0,30.21,29.91,60.0,11.6,0.0,0.9,1.0,59.0,160.0,30.0,0.02,0.0,0.0,170.0,22.0,534.0,1807.0,69.0
1316,64.0,73.0,78.0,30.23,29.93,67.0,3.5,8.0,9.9,0.0,65.0,200.0,14.0,0.0,0.0,0.0,200.0,12.0,534.0,1807.0,81.0
1797,39.0,49.0,67.0,30.05,29.72,45.0,16.1,0.0,26.8,16.0,31.0,300.0,40.0,0.17,0.0,0.0,310.0,26.0,724.0,1643.0,67.0
599,54.0,69.0,63.0,30.19,29.86,60.0,2.9,4.0,9.2,0.0,58.0,350.0,13.0,0.0,0.0,0.0,230.0,9.0,542.0,1753.0,80.0
2151,27.0,32.0,74.0,30.14,29.75,32.0,11.6,0.0,8.2,33.0,24.0,280.0,33.0,0.03,0.0,0.0,280.0,23.0,726.0,1632.0,39.0
324,20.0,32.0,58.0,30.39,30.04,29.0,8.1,0.0,4.8,33.0,26.0,290.0,29.0,0.0,0.0,0.0,290.0,23.0,722.0,1624.0,38.0
1652,61.0,75.0,62.0,30.06,29.75,66.0,2.0,10.0,5.0,0.0,63.0,190.0,13.0,0.0,0.0,0.0,200.0,10.0,507.0,1850.0,87.0
944,61.0,70.0,77.0,29.74,29.42,64.0,9.1,5.0,3.7,0.0,62.0,290.0,29.0,0.02,0.0,0.0,280.0,21.0,524.0,1823.0,77.0
606,49.0,59.0,75.0,30.19,29.83,53.0,3.4,0.0,2.3,6.0,48.0,70.0,16.0,0.0,0.0,0.0,80.0,12.0,550.0,1741.0,70.0
2430,56.0,62.0,84.0,30.36,30.04,58.0,1.0,0.0,8.3,3.0,51.0,10.0,10.0,0.0,0.0,0.0,20.0,8.0,558.0,1728.0,73.0
2379,57.0,65.0,78.0,30.21,29.9,60.0,2.2,0.0,-5.6,0.0,52.0,20.0,10.0,0.0,0.0,0.0,30.0,8.0,502.0,1856.0,77.0
1250,61.0,77.0,61.0,29.91,29.6,67.0,5.1,12.0,5.2,0.0,62.0,240.0,28.0,0.09,0.0,0.0,260.0,22.0,426.0,1934.0,92.0
2108,13.0,22.0,65.0,30.46,30.08,20.0,12.5,0.0,-17.0,43.0,16.0,290.0,37.0,0.0,0.0,0.0,290.0,25.0,652.0,1629.0,28.0
2280,38.0,50.0,69.0,29.95,29.64,44.0,7.7,0.0,-5.9,15.0,40.0,160.0,23.0,0.02,0.0,0.0,190.0,16.0,440.0,1904.0,59.0
528,57.0,69.0,68.0,30.09,29.77,61.0,4.5,4.0,-2.9,0.0,59.0,30.0,20.0,0.01,0.0,0.0,40.0,14.0,428.0,1933.0,79.0
2176,9.0,17.0,71.0,30.15,29.82,15.0,1.4,0.0,-5.5,48.0,5.0,310.0,10.0,0.0,0.0,0.0,340.0,8.0,717.0,1659.0,29.0
2127,19.0,26.0,76.0,29.8,29.47,23.0,10.7,0.0,-5.7,39.0,21.0,270.0,25.0,0.0,0.0,0.0,300.0,18.0,713.0,1621.0,30.0
814,53.0,71.0,61.0,29.95,29.62,59.0,6.1,6.0,18.7,0.0,60.0,280.0,22.0,0.0,0.0,0.0,330.0,17.0,454.0,1852.0,81.0
312,26.0,35.0,77.0,30.14,29.82,31.0,1.3,0.0,3.3,30.0,26.0,360.0,7.0,0.0,0.0,0.0,350.0,6.0,713.0,1621.0,43.0
1876,32.0,43.0,66.0,30.02,29.7,38.0,3.7,0.0,1.8,22.0,38.0,80.0,15.0,0.06,0.0,0.0,30.0,12.0,538.0,1821.0,48.0
181,64.0,81.0,58.0,29.93,29.64,70.0,2.6,16.0,9.0,0.0,67.0,190.0,14.0,0.0,0.0,0.0,200.0,12.0,443.0,1919.0,95.0
1026,26.0,41.0,63.0,29.89,29.55,33.0,12.8,0.0,4.6,24.0,35.0,320.0,40.0,0.01,0.0,0.0,310.0,28.0,700.0,1625.0,46.0
203,59.0,73.0,66.0,30.05,29.71,63.0,5.5,8.0,3.2,0.0,63.0,270.0,30.0,0.86,0.0,0.0,280.0,22.0,508.0,1848.0,82.0
2168,26.0,32.0,75.0,29.5,29.15,31.0,8.1,0.0,9.9,33.0,28.0,270.0,31.0,0.01,0.0,0.0,260.0,23.0,722.0,1649.0,36.0
1993,64.0,75.0,67.0,29.94,29.65,68.0,6.9,10.0,2.9,0.0,62.0,270.0,21.0,0.0,0.0,0.0,260.0,16.0,441.0,1922.0,87.0
1937,37.0,56.0,50.0,30.09,29.75,47.0,11.8,0.0,-6.8,9.0,46.0,290.0,35.0,0.0,0.0,0.0,280.0,24.0,420.0,1927.0,65.0
1882,25.0,51.0,41.0,30.01,29.7,41.0,8.9,0.0,7.1,14.0,39.0,280.0,30.0,0.0,0.0,0.0,270.0,23.0,528.0,1828.0,62.0
407,29.0,44.0,59.0,30.17,29.88,37.0,5.0,0.0,10.7,21.0,25.0,190.0,20.0,0.0,0.0,0.0,180.0,16.0,611.0,1759.0,62.0
63,22.0,46.0,36.0,30.01,29.73,38.0,10.2,0.0,4.3,19.0,25.0,170.0,32.0,0.0,0.0,0.0,170.0,24.0,536.0,1822.0,67.0
2309,64.0,76.0,66.0,30.02,29.7,69.0,5.2,11.0,11.4,0.0,61.0,250.0,19.0,0.0,0.0,0.0,220.0,14.0,417.0,1931.0,90.0
598,62.0,72.0,75.0,30.1,29.78,66.0,3.3,7.0,11.8,0.0,59.0,170.0,13.0,0.0,0.0,0.0,180.0,9.0,541.0,1755.0,84.0
1552,49.0,61.0,76.0,29.98,29.68,53.0,14.7,0.0,4.8,4.0,52.0,170.0,38.0,0.23,0.0,0.0,160.0,28.0,438.0,1905.0,69.0
2262,32.0,37.0,85.0,29.74,29.41,34.0,9.6,0.0,-12.8,28.0,29.0,280.0,33.0,0.1,0.0,0.0,290.0,24.0,505.0,1844.0,45.0
1745,31.0,37.0,77.0,30.13,29.82,35.0,2.8,0.0,-1.3,28.0,26.0,180.0,16.0,0.02,0.0,0.0,180.0,12.0,654.0,1628.0,47.0
100,56.0,71.0,59.0,30.18,29.86,62.0,12.7,6.0,15.1,0.0,61.0,160.0,31.0,0.0,0.0,0.0,170.0,23.0,440.0,1904.0,81.0
1680,46.0,60.0,64.0,30.17,29.84,53.0,4.2,0.0,-1.9,5.0,47.0,290.0,18.0,0.0,0.0,0.0,50.0,12.0,537.0,1802.0,73.0
678,17.0,22.0,75.0,30.41,30.06,22.0,6.2,0.0,-8.1,43.0,13.0,160.0,23.0,0.05,0.0,0.6,190.0,16.0,716.0,1622.0,31.0
102,62.0,76.0,63.0,29.99,29.7,68.0,9.8,11.0,19.5,0.0,63.0,140.0,31.0,0.0,0.0,0.0,180.0,23.0,437.0,1906.0,88.0
2568,19.0,42.0,48.0,30.27,29.92,32.0,6.7,0.0,14.7,23.0,30.0,150.0,24.0,0.0,0.0,0.0,150.0,17.0,644.0,1734.0,53.0
943,57.0,67.0,68.0,29.82,29.52,61.0,8.7,2.0,0.4,0.0,53.0,190.0,30.0,0.0,0.0,0.0,190.0,21.0,523.0,1825.0,80.0
2529,21.0,32.0,67.0,29.97,29.66,28.0,4.6,0.0,9.8,33.0,25.0,180.0,19.0,0.0,0.0,0.0,160.0,14.0,724.0,1644.0,39.0
761,-5.0,18.0,36.0,30.64,30.31,13.0,8.4,0.0,-12.5,47.0,5.0,320.0,20.0,0.0,0.0,0.0,330.0,16.0,625.0,1749.0,30.0
972,45.0,57.0,65.0,30.54,30.22,51.0,7.2,0.0,2.0,8.0,41.0,150.0,25.0,0.0,0.0,0.0,180.0,17.0,554.0,1733.0,72.0
2540,10.0,19.0,65.0,29.89,29.55,17.0,3.9,0.0,-3.4,46.0,12.0,140.0,17.0,0.02,2.0,0.4,150.0,14.0,718.0,1658.0,26.0
551,58.0,72.0,60.0,30.1,29.79,64.0,6.0,7.0,0.4,0.0,59.0,170.0,17.0,0.0,0.0,0.0,170.0,13.0,451.0,1911.0,84.0
2608,21.0,42.0,46.0,30.0,29.67,34.0,10.9,0.0,0.3,23.0,34.0,280.0,33.0,0.0,0.0,0.0,280.0,24.0,536.0,1822.0,50.0
749,21.0,35.0,54.0,30.24,29.88,31.0,8.6,0.0,7.9,30.0,26.0,20.0,32.0,0.0,2.0,0.0,20.0,21.0,646.0,1733.0,43.0
1584,53.0,66.0,62.0,29.95,29.6,59.0,14.8,1.0,0.2,0.0,58.0,320.0,36.0,0.63,0.0,0.0,280.0,26.0,417.0,1933.0,73.0
1598,63.0,77.0,67.0,29.82,29.5,67.0,5.9,12.0,7.5,0.0,68.0,180.0,22.0,0.89,0.0,0.0,340.0,17.0,418.0,1937.0,86.0
2601,34.0,43.0,76.0,29.45,29.14,38.0,5.4,0.0,4.4,22.0,35.0,230.0,17.0,0.01,0.0,0.0,250.0,14.0,548.0,1814.0,50.0
90,37.0,60.0,44.0,29.7,29.38,49.0,9.7,0.0,7.3,5.0,47.0,300.0,24.0,0.0,0.0,0.0,290.0,20.0,453.0,1853.0,73.0
2445,51.0,64.0,66.0,29.89,29.6,56.0,7.1,0.0,15.9,1.0,54.0,160.0,23.0,0.01,0.0,0.0,160.0,17.0,615.0,1704.0,73.0
694,33.0,42.0,72.0,29.85,29.52,38.0,12.7,0.0,17.2,23.0,35.0,300.0,34.0,0.01,0.0,0.0,310.0,26.0,725.0,1629.0,48.0
736,24.0,31.0,78.0,29.88,29.6,29.0,4.7,0.0,6.8,34.0,27.0,170.0,21.0,0.53,0.0,0.3,170.0,15.0,703.0,1716.0,35.0
1008,23.0,37.0,65.0,30.3,29.96,30.0,3.5,0.0,-5.6,28.0,26.0,350.0,17.0,0.0,0.0,0.0,360.0,10.0,638.0,1640.0,47.0
2470,33.0,40.0,79.0,29.77,29.42,37.0,10.6,0.0,-0.4,25.0,33.0,300.0,29.0,0.01,0.0,0.0,270.0,22.0,647.0,1632.0,46.0
298,18.0,32.0,59.0,30.34,29.98,27.0,3.2,0.0,-5.2,33.0,20.0,180.0,14.0,0.0,0.0,0.0,170.0,12.0,658.0,1626.0,44.0
977,64.0,71.0,81.0,29.88,29.57,66.0,9.1,6.0,18.1,0.0,61.0,180.0,27.0,0.17,0.0,0.0,180.0,20.0,600.0,1725.0,80.0
1066,-5.0,9.0,59.0,29.74,29.36,3.0,19.9,0.0,-13.9,56.0,3.0,280.0,52.0,0.0,5.0,0.0,300.0,37.0,726.0,1636.0,14.0
386,29.0,49.0,52.0,29.8,29.5,39.0,15.5,0.0,21.9,16.0,35.0,190.0,48.0,0.06,0.0,0.0,170.0,30.0,646.0,1733.0,62.0
2618,37.0,56.0,54.0,29.99,29.67,48.0,9.3,0.0,9.9,9.0,44.0,260.0,33.0,0.12,0.0,0.0,280.0,25.0,519.0,1834.0,67.0
370,31.0,47.0,59.0,30.03,29.67,39.0,9.9,0.0,23.3,18.0,36.0,310.0,33.0,0.0,0.0,0.0,310.0,24.0,707.0,1712.0,57.0
2105,33.0,37.0,86.0,29.96,29.69,35.0,8.3,0.0,-3.0,28.0,21.0,210.0,52.0,0.44,0.0,0.0,230.0,30.0,648.0,1632.0,52.0
2639,47.0,58.0,72.0,30.11,29.8,51.0,7.1,0.0,4.0,7.0,49.0,140.0,25.0,0.01,0.0,0.0,150.0,17.0,447.0,1858.0,67.0
1970,68.0,76.0,81.0,29.86,29.54,70.0,3.0,11.0,4.9,0.0,68.0,50.0,37.0,0.49,0.0,0.0,60.0,30.0,422.0,1937.0,83.0
1279,70.0,79.0,82.0,29.86,29.55,72.0,3.9,14.0,7.6,0.0,71.0,30.0,21.0,0.18,0.0,0.0,190.0,12.0,454.0,1907.0,87.0
2595,39.0,47.0,74.0,29.79,29.45,44.0,10.7,0.0,11.0,18.0,40.0,250.0,32.0,0.04,0.0,0.0,270.0,22.0,559.0,1807.0,54.0
1362,30.0,41.0,66.0,30.05,29.7,37.0,8.2,0.0,-4.3,24.0,31.0,310.0,23.0,0.0,0.0,0.0,300.0,17.0,626.0,1651.0,50.0
2485,24.0,28.0,78.0,29.94,29.62,27.0,5.9,0.0,-6.9,37.0,20.0,150.0,18.0,0.01,0.0,0.0,160.0,13.0,705.0,1623.0,35.0
279,52.0,59.0,73.0,30.17,29.88,56.0,6.7,0.0,15.5,6.0,46.0,200.0,22.0,0.0,0.0,0.0,160.0,15.0,634.0,1643.0,72.0
2235,53.0,58.0,85.0,29.99,29.7,55.0,7.9,0.0,19.8,7.0,48.0,150.0,25.0,0.0,0.0,0.0,160.0,17.0,550.0,1813.0,67.0
591,56.0,68.0,66.0,30.11,29.81,61.0,5.9,3.0,4.9,0.0,52.0,180.0,21.0,0.0,0.0,0.0,180.0,10.0,534.0,1807.0,83.0
897,65.0,78.0,68.0,29.92,29.61,69.0,3.9,13.0,5.8,0.0,68.0,330.0,22.0,0.0,0.0,0.0,320.0,16.0,435.0,1928.0,88.0
1380,28.0,41.0,65.0,30.11,29.73,35.0,7.6,0.0,1.3,24.0,37.0,280.0,22.0,0.0,2.0,0.0,290.0,16.0,649.0,1631.0,44.0
1760,22.0,30.0,72.0,30.04,29.7,28.0,5.9,0.0,-2.5,35.0,26.0,310.0,29.0,0.11,11.0,1.8,310.0,20.0,711.0,1621.0,34.0
808,40.0,49.0,69.0,29.97,29.64,45.0,8.8,0.0,-1.1,16.0,43.0,330.0,24.0,0.01,0.0,0.0,290.0,20.0,503.0,1845.0,55.0
26,3.0,14.0,65.0,29.86,29.52,11.0,10.9,0.0,-8.6,51.0,11.0,360.0,24.0,0.23,1.0,5.6,10.0,20.0,715.0,1702.0,17.0
1856,23.0,42.0,50.0,30.13,29.8,34.0,10.0,0.0,9.1,23.0,35.0,290.0,38.0,0.0,0.0,0.0,290.0,28.0,613.0,1758.0,48.0
1192,34.0,58.0,42.0,30.02,29.67,47.0,11.2,0.0,1.5,7.0,49.0,300.0,30.0,0.0,0.0,0.0,270.0,24.0,437.0,1906.0,66.0
1567,50.0,60.0,65.0,30.09,29.8,56.0,8.7,0.0,-0.6,5.0,46.0,170.0,31.0,0.01,0.0,0.0,180.0,22.0,424.0,1921.0,73.0
2495,27.0,36.0,67.0,30.13,29.81,33.0,6.6,0.0,5.1,29.0,28.0,150.0,22.0,0.0,1.0,0.0,170.0,16.0,715.0,1621.0,43.0
2025,56.0,59.0,94.0,29.76,29.45,57.0,3.4,0.0,-9.5,6.0,54.0,140.0,18.0,0.4,0.0,0.0,160.0,13.0,515.0,1837.0,63.0
1716,47.0,51.0,71.0,29.88,29.59,52.0,4.9,0.0,3.5,14.0,38.0,290.0,23.0,0.14,0.0,0.0,310.0,17.0,618.0,1701.0,64.0
1955,61.0,75.0,63.0,30.14,29.83,66.0,8.0,10.0,6.9,0.0,62.0,140.0,22.0,0.0,0.0,0.0,170.0,17.0,417.0,1936.0,88.0
2336,58.0,64.0,86.0,29.91,29.57,60.0,3.6,0.0,-7.1,1.0,55.0,10.0,15.0,0.04,0.0,0.0,10.0,13.0,422.0,1937.0,72.0
2454,49.0,53.0,91.0,29.7,29.41,50.0,4.4,0.0,7.7,12.0,44.0,120.0,16.0,0.23,0.0,0.0,120.0,12.0,626.0,1651.0,61.0
657,35.0,46.0,69.0,29.83,29.54,40.0,6.8,0.0,7.4,19.0,28.0,280.0,31.0,0.0,0.0,0.0,280.0,25.0,653.0,1628.0,64.0
1527,40.0,52.0,72.0,29.46,29.1,45.0,14.6,0.0,4.7,13.0,41.0,300.0,45.0,1.28,0.0,0.0,280.0,37.0,514.0,1837.0,63.0
664,35.0,39.0,86.0,30.11,29.8,37.0,4.0,0.0,2.9,26.0,35.0,300.0,16.0,0.01,0.0,0.0,290.0,13.0,701.0,1624.0,43.0
1474,11.0,19.0,67.0,30.46,30.17,18.0,5.3,0.0,-8.1,46.0,9.0,160.0,20.0,0.15,4.0,0.4,160.0,15.0,646.0,1733.0,28.0
458,44.0,49.0,87.0,29.96,29.65,46.0,4.7,0.0,-5.0,16.0,44.0,170.0,16.0,0.39,0.0,0.0,180.0,12.0,447.0,1858.0,53.0
1151,20.0,44.0,39.0,30.12,29.82,35.0,10.5,0.0,3.2,21.0,31.0,170.0,36.0,0.0,0.0,0.0,180.0,22.0,540.0,1820.0,56.0
336,23.0,34.0,64.0,29.98,29.66,30.0,6.3,0.0,10.4,31.0,30.0,290.0,23.0,0.01,0.0,0.3,300.0,18.0,726.0,1632.0,38.0
1340,51.0,57.0,83.0,30.4,30.09,53.0,7.0,0.0,4.1,8.0,50.0,170.0,24.0,0.0,0.0,0.0,170.0,18.0,600.0,1725.0,63.0
346,8.0,27.0,46.0,29.87,29.49,21.0,14.2,0.0,4.7,38.0,17.0,250.0,35.0,0.0,0.0,0.0,290.0,28.0,725.0,1642.0,37.0
1445,-13.0,-1.0,52.0,30.1,29.7,-1.0,18.5,0.0,-23.2,66.0,-7.0,300.0,46.0,0.0,11.0,0.0,300.0,30.0,720.0,1654.0,5.0
549,62.0,70.0,81.0,30.12,29.8,65.0,2.3,5.0,-1.8,0.0,62.0,20.0,23.0,1.13,0.0,0.0,30.0,18.0,449.0,1914.0,77.0
131,61.0,69.0,77.0,29.65,29.33,64.0,10.9,4.0,3.8,0.0,59.0,250.0,33.0,0.5,0.0,0.0,260.0,24.0,417.0,1932.0,79.0
1009,29.0,34.0,72.0,30.11,29.82,34.0,7.3,0.0,-8.3,31.0,21.0,180.0,28.0,0.01,0.0,0.0,180.0,21.0,639.0,1638.0,47.0
1147,15.0,37.0,39.0,30.41,30.14,31.0,8.7,0.0,-2.0,28.0,26.0,120.0,35.0,0.0,0.0,0.0,170.0,20.0,547.0,1815.0,48.0
812,53.0,62.0,80.0,29.84,29.54,55.0,5.6,0.0,10.4,3.0,50.0,340.0,17.0,0.08,0.0,0.0,160.0,12.0,457.0,1850.0,73.0
1902,30.0,47.0,56.0,29.98,29.67,40.0,9.1,0.0,-5.0,18.0,37.0,140.0,28.0,0.62,0.0,0.0,10.0,18.0,456.0,1851.0,57.0
1641,56.0,73.0,59.0,29.74,29.41,63.0,9.7,8.0,1.7,0.0,64.0,280.0,30.0,0.0,0.0,0.0,270.0,22.0,455.0,1906.0,81.0
742,17.0,25.0,65.0,29.81,29.44,24.0,15.8,0.0,-0.4,40.0,16.0,290.0,42.0,0.0,11.0,0.0,290.0,31.0,656.0,1724.0,33.0
762,4.0,28.0,35.0,30.47,30.16,23.0,5.2,0.0,-2.9,37.0,13.0,160.0,22.0,0.0,0.0,0.0,180.0,12.0,623.0,1751.0,43.0
487,51.0,71.0,50.0,29.95,29.62,60.0,10.3,6.0,8.2,0.0,59.0,290.0,31.0,0.0,0.0,0.0,310.0,21.0,420.0,1927.0,83.0
1822,26.0,30.0,85.0,29.67,29.4,29.0,4.5,0.0,5.9,35.0,27.0,330.0,15.0,0.52,1.0,1.3,330.0,13.0,704.0,1715.0,33.0
2434,53.0,61.0,77.0,30.23,29.91,57.0,3.9,0.0,8.9,4.0,55.0,150.0,13.0,0.0,0.0,0.0,150.0,12.0,602.0,1721.0,67.0
214,63.0,75.0,70.0,30.03,29.72,67.0,1.9,10.0,7.5,0.0,62.0,50.0,12.0,0.0,0.0,0.0,260.0,9.0,520.0,1830.0,87.0
477,45.0,57.0,60.0,30.04,29.75,52.0,4.2,0.0,-2.7,8.0,45.0,190.0,15.0,0.0,0.0,0.0,190.0,13.0,426.0,1918.0,69.0
1374,22.0,34.0,61.0,30.32,29.96,30.0,9.1,0.0,-7.6,31.0,26.0,300.0,30.0,0.0,0.0,0.0,280.0,22.0,642.0,1636.0,41.0
2282,31.0,47.0,55.0,30.02,29.69,40.0,11.5,0.0,-9.5,18.0,38.0,270.0,40.0,0.0,0.0,0.0,280.0,30.0,437.0,1906.0,56.0
400,6.0,26.0,42.0,30.22,29.88,21.0,6.0,0.0,-4.9,39.0,17.0,50.0,20.0,0.0,0.0,0.0,30.0,16.0,623.0,1751.0,35.0
1156,9.0,32.0,41.0,30.04,29.68,24.0,15.1,0.0,-11.0,33.0,24.0,310.0,51.0,0.0,0.0,0.0,300.0,35.0,531.0,1826.0,39.0
79,35.0,58.0,48.0,29.96,29.65,47.0,9.3,0.0,9.4,7.0,39.0,280.0,49.0,0.0,0.0,0.0,280.0,36.0,509.0,1841.0,77.0
2403,62.0,64.0,96.0,29.78,29.47,63.0,1.9,0.0,-1.0,1.0,59.0,270.0,15.0,0.26,0.0,0.0,280.0,12.0,528.0,1816.0,68.0
774,13.0,27.0,51.0,30.24,29.91,25.0,2.0,0.0,-8.2,38.0,11.0,150.0,16.0,0.0,11.0,0.0,220.0,12.0,603.0,1805.0,42.0
935,48.0,62.0,64.0,30.29,29.98,55.0,3.7,0.0,-6.7,3.0,49.0,10.0,13.0,0.0,0.0,0.0,50.0,9.0,514.0,1839.0,75.0
1183,40.0,68.0,36.0,29.95,29.64,55.0,7.2,3.0,14.3,0.0,45.0,270.0,33.0,0.0,0.0,0.0,240.0,23.0,449.0,1856.0,90.0
1640,64.0,76.0,74.0,29.67,29.37,67.0,7.7,11.0,4.6,0.0,67.0,290.0,38.0,0.39,0.0,0.0,280.0,28.0,454.0,1907.0,84.0
542,63.0,77.0,62.0,29.88,29.55,68.0,9.2,12.0,4.9,0.0,65.0,280.0,28.0,0.0,0.0,0.0,270.0,21.0,441.0,1922.0,88.0
1741,12.0,28.0,52.0,30.38,30.05,23.0,4.0,0.0,-11.7,37.0,17.0,10.0,15.0,0.0,0.0,0.0,10.0,12.0,649.0,1631.0,38.0
1738,15.0,29.0,54.0,30.35,30.02,25.0,8.2,0.0,-11.7,36.0,20.0,170.0,27.0,0.0,1.0,0.0,170.0,18.0,645.0,1633.0,37.0
2552,3.0,14.0,63.0,30.32,29.93,12.0,11.1,0.0,-9.9,51.0,8.0,250.0,34.0,0.02,3.0,0.0,270.0,25.0,706.0,1714.0,19.0
523,63.0,77.0,59.0,29.83,29.52,68.0,4.4,12.0,5.5,0.0,64.0,280.0,23.0,0.0,0.0,0.0,300.0,17.0,424.0,1936.0,90.0
2423,45.0,52.0,75.0,30.0,29.67,49.0,3.0,0.0,-4.7,13.0,39.0,310.0,17.0,0.0,0.0,0.0,310.0,15.0,550.0,1740.0,65.0
323,13.0,35.0,41.0,29.99,29.62,27.0,14.5,0.0,7.5,30.0,31.0,280.0,40.0,0.0,0.0,0.0,260.0,31.0,721.0,1623.0,39.0
2042,57.0,61.0,84.0,30.07,29.77,59.0,8.3,0.0,-2.1,4.0,51.0,170.0,35.0,0.0,0.0,0.0,170.0,23.0,534.0,1807.0,71.0
130,56.0,68.0,69.0,29.81,29.52,61.0,15.0,3.0,3.1,0.0,60.0,200.0,36.0,0.79,0.0,0.0,170.0,26.0,417.0,1931.0,76.0
